,Year,Area,Variable,Generation (TWh),Share of production (%),Kind of energy
2918,2005,Netherlands,Solar,0.035426,0.0355466670715076,Renewable
2919,2005,Netherlands,Bioenergy,5.256854,5.27475975220242,Renewable
2920,2005,Netherlands,Other renewables,0.0,0.0,Renewable
2925,2005,Poland,Coal,141.881,91.5036706140793,Fossil
2926,2005,Poland,Hard Coal,87.123,56.1884557827364,Fossil
2927,2005,Poland,Lignite,54.758,35.3152148313428,Fossil
2928,2005,Poland,Gas,5.165,3.33107645647916,Fossil
2929,2005,Poland,Other fossil,4.1615,2.68388667447009,Fossil
2930,2005,Poland,Nuclear,0.0,0.0,Fossil
2932,2005,Poland,Hydro,2.200885,1.41942230530844,Renewable
2934,2005,Poland,Wind,0.13547,0.0873690082399287,Renewable
2935,2005,Poland,Solar,0.0,0.0,Renewable
2936,2005,Poland,Bioenergy,1.51112699999999,0.974574941423036,Renewable
2937,2005,Poland,Other renewables,0.0,0.0,Renewable
2942,2005,Portugal,Coal,15.226,32.9662958705351,Fossil
2943,2005,Portugal,Hard Coal,15.226,32.9662958705351,Fossil
2944,2005,Portugal,Lignite,0.0,0.0,Fossil
2945,2005,Portugal,Gas,13.608,29.4631127155026,Fossil
2946,2005,Portugal,Other fossil,9.094036,19.6897859866871,Fossil
2947,2005,Portugal,Nuclear,0.0,0.0,Fossil
2949,2005,Portugal,Hydro,4.730663,10.2425086117032,Renewable
2951,2005,Portugal,Wind,1.77326299999999,3.8393480043526,Renewable
2952,2005,Portugal,Solar,0.003,0.00649539521946706,Renewable
2953,2005,Portugal,Bioenergy,1.680693,3.63892175919725,Renewable
2954,2005,Portugal,Other renewables,0.070911,0.153531656802543,Renewable
2959,2005,Romania,Coal,21.916,36.88750019356,Fossil
2960,2005,Romania,Hard Coal,0.454,0.764141498808006,Fossil
2961,2005,Romania,Lignite,21.462,36.123358694752,Fossil
2962,2005,Romania,Gas,9.612,16.1782556972303,Fossil
2963,2005,Romania,Other fossil,2.117,3.56318844267962,Fossil
2964,2005,Romania,Nuclear,5.555,9.3497930085429,Fossil
2966,2005,Romania,Hydro,20.206853,34.0107818009098,Renewable
2968,2005,Romania,Wind,0.000227,0.000382070749404003,Renewable
2969,2005,Romania,Solar,0.0,0.0,Renewable
2970,2005,Romania,Bioenergy,0.006,0.0100987863278591,Renewable
2971,2005,Romania,Other renewables,0.0,0.0,Renewable
2976,2005,Slovakia,Coal,5.535,17.6656453466104,Fossil
2977,2005,Slovakia,Hard Coal,3.52,11.2345206178986,Fossil
2978,2005,Slovakia,Lignite,2.015,6.43112472871186,Fossil
2979,2005,Slovakia,Gas,2.184,6.97050938337801,Fossil
2980,2005,Slovakia,Other fossil,1.21,3.86186646240265,Fossil
2981,2005,Slovakia,Nuclear,17.727,56.5779394867866,Fossil
2983,2005,Slovakia,Hydro,4.638,14.8027575641516,Renewable
2985,2005,Slovakia,Wind,0.006,0.0191497510532363,Renewable
2986,2005,Slovakia,Solar,0.0,0.0,Renewable
2987,2005,Slovakia,Bioenergy,0.032,0.10213200561726,Renewable
2988,2005,Slovakia,Other renewables,0.0,0.0,Renewable
2993,2005,Slovenia,Coal,5.271,34.8695402228514,Fossil
2994,2005,Slovenia,Hard Coal,0.519,3.43336964061087,Fossil
2995,2005,Slovenia,Lignite,4.752,31.4361705822406,Fossil
2996,2005,Slovenia,Gas,0.339,2.24260560340479,Fossil
2997,2005,Slovenia,Other fossil,0.047622,0.315036472110156,Fossil
2998,2005,Slovenia,Nuclear,5.884,38.9247533051144,Fossil
3000,2005,Slovenia,Hydro,3.460965,22.8955147557164,Renewable
3002,2005,Slovenia,Wind,0.0,0.0,Renewable
3003,2005,Slovenia,Solar,3.5e-05,0.00023153745167896,Renewable
3004,2005,Slovenia,Bioenergy,0.113723,0.752318103351041,Renewable
3005,2005,Slovenia,Other renewables,0.0,0.0,Renewable
3010,2005,Spain,Coal,79.053,27.7907522600837,Fossil
3011,2005,Spain,Hard Coal,73.636,25.8864285153444,Fossil
3012,2005,Spain,Lignite,5.417,1.90432374473927,Fossil
3013,2005,Spain,Gas,79.011,27.7759873353506,Fossil
3014,2005,Spain,Other fossil,26.585183,9.34591014309374,Fossil
3015,2005,Spain,Nuclear,57.539,20.2275953384812,Fossil
3017,2005,Spain,Hydro,18.392932,6.46595849048823,Renewable
3019,2005,Spain,Wind,21.176,7.44433443208395,Renewable
3020,2005,Spain,Solar,0.047979,0.0168668172325725,Renewable
3021,2005,Spain,Bioenergy,2.652841,0.932595183185872,Renewable
3022,2005,Spain,Other renewables,0.0,0.0,Renewable
3027,2005,Sweden,Coal,0.648,0.40918839357581,Fossil
3028,2005,Sweden,Hard Coal,0.648,0.40918839357581,Fossil
3029,2005,Sweden,Lignite,0.0,0.0,Fossil
3030,2005,Sweden,Gas,0.597,0.376983751488825,Fossil
3031,2005,Sweden,Other fossil,3.510326,2.2166429889929,Fossil
3032,2005,Sweden,Nuclear,72.377,45.7034388299944,Fossil
3034,2005,Sweden,Hydro,72.803,45.9724423109563,Renewable
3036,2005,Sweden,Wind,0.935,0.590418438261393,Renewable
3037,2005,Sweden,Solar,0.002127,0.00134312301409837,Renewable
3038,2005,Sweden,Bioenergy,7.48980999999999,4.72954216371611,Renewable
3039,2005,Sweden,Other renewables,0.0,0.0,Renewable
3044,2005,United Kingdom,Coal,134.637,34.0487039274626,Fossil
3045,2005,United Kingdom,Hard Coal,134.637,34.0487039274626,Fossil
3046,2005,United Kingdom,Lignite,0.0,0.0,Fossil
3047,2005,United Kingdom,Gas,152.64,38.6015297985538,Fossil
3048,2005,United Kingdom,Other fossil,9.593056,2.42601308335427,Fossil
3049,2005,United Kingdom,Nuclear,81.618,20.6405900098163,Fossil
3051,2005,United Kingdom,Hydro,4.921291,1.24455818385649,Renewable
3053,2005,United Kingdom,Wind,2.903892,0.734372861437252,Renewable
3054,2005,United Kingdom,Solar,0.008175,0.00206739718359,Renewable
3055,2005,United Kingdom,Bioenergy,9.103299,2.3021571515569,Renewable
3056,2005,United Kingdom,Other renewables,2.99999999999999e-05,7.58677865537615e-06,Renewable
3061,2006,Austria,Coal,7.042869,11.3671983907246,Fossil
3062,2006,Austria,Hard Coal,6.391816,10.3163981253958,Fossil
3063,2006,Austria,Lignite,0.651053,1.05080026532887,Fossil
3064,2006,Austria,Gas,10.668192,17.2184737405085,Fossil
3065,2006,Austria,Other fossil,3.577997,5.77489113320406,Fossil
3066,2006,Austria,Nuclear,0.0,0.0,Fossil
3068,2006,Austria,Hydro,35.656085,57.5489608044026,Renewable
3070,2006,Austria,Wind,1.75279299999999,2.82900984937721,Renewable
3071,2006,Austria,Solar,0.022387,0.036132642872266,Renewable
3072,2006,Austria,Bioenergy,3.234442,5.22039298150971,Renewable
3073,2006,Austria,Other renewables,0.003061,0.00494045740081325,Renewable
3078,2006,Belgium,Coal,6.848,8.14340527170142,Fossil
3079,2006,Belgium,Hard Coal,6.848,8.14340527170142,Fossil
3080,2006,Belgium,Lignite,0.0,0.0,Fossil
3081,2006,Belgium,Gas,23.022,27.3769678979424,Fossil
3082,2006,Belgium,Other fossil,4.624588,5.49940045248936,Fossil
3083,2006,Belgium,Nuclear,46.645,55.4686242550398,Fossil
3085,2006,Belgium,Hydro,0.359336,0.427309970314267,Renewable
3087,2006,Belgium,Wind,0.366259,0.435542562997676,Renewable
3088,2006,Belgium,Solar,0.001623,0.00193001558936498,Renewable
3089,2006,Belgium,Bioenergy,2.225779,2.64681957392557,Renewable
3090,2006,Belgium,Other renewables,0.0,0.0,Renewable
3095,2006,Bulgaria,Coal,19.083,41.9618514590038,Fossil
3096,2006,Bulgaria,Hard Coal,4.796,10.5459854109617,Fossil
3097,2006,Bulgaria,Lignite,14.287,31.4158660480421,Fossil
3098,2006,Bulgaria,Gas,2.159,4.74745256510975,Fossil
3099,2006,Bulgaria,Other fossil,0.509,1.11924657509998,Fossil
3100,2006,Bulgaria,Nuclear,19.493,42.8634056747032,Fossil
3102,2006,Bulgaria,Hydro,4.212974,9.26396212276085,Renewable
3104,2006,Bulgaria,Wind,0.020047,0.044081603322258,Renewable
3105,2006,Bulgaria,Solar,0.0,0.0,Renewable
3106,2006,Bulgaria,Bioenergy,0.0,0.0,Renewable
3107,2006,Bulgaria,Other renewables,0.0,0.0,Renewable
3112,2006,Croatia,Coal,2.257,17.4649849106244,Fossil
3113,2006,Croatia,Hard Coal,2.234,17.2870076607598,Fossil
3114,2006,Croatia,Lignite,0.023,0.177977249864582,Fossil
3115,2006,Croatia,Gas,2.061,15.9483092161262,Fossil
3116,2006,Croatia,Other fossil,1.958,15.1512806623848,Fossil
3117,2006,Croatia,Nuclear,0.0,0.0,Fossil
3119,2006,Croatia,Hydro,6.617,51.2032809719105,Renewable
3121,2006,Croatia,Wind,0.019,0.147024684670742,Renewable
3122,2006,Croatia,Solar,0.0,0.0,Renewable
3123,2006,Croatia,Bioenergy,0.011,0.0851195542830612,Renewable
3124,2006,Croatia,Other renewables,0.0,0.0,Renewable
3129,2006,Cyprus,Coal,0.0,0.0,Fossil
3130,2006,Cyprus,Hard Coal,0.0,0.0,Fossil
3131,2006,Cyprus,Lignite,0.0,0.0,Fossil
3132,2006,Cyprus,Gas,0.0,0.0,Fossil
3133,2006,Cyprus,Other fossil,4.651,99.967501427186,Fossil
3134,2006,Cyprus,Nuclear,0.0,0.0,Fossil
3136,2006,Cyprus,Hydro,0.0,0.0,Renewable
3138,2006,Cyprus,Wind,0.000354999999999999,0.00763028660646119,Renewable
3139,2006,Cyprus,Solar,0.001002,0.0215367526188003,Renewable
3140,2006,Cyprus,Bioenergy,0.000155,0.00333153358873658,Renewable
3141,2006,Cyprus,Other renewables,0.0,0.0,Renewable
3146,2006,Czech Republic,Coal,49.649,59.3518250886449,Fossil
3147,2006,Czech Republic,Hard Coal,6.03,7.20843330750929,Fossil
3148,2006,Czech Republic,Lignite,43.619,52.1433917811356,Fossil
3149,2006,Czech Republic,Gas,1.567,1.87323631722505,Fossil
3150,2006,Czech Republic,Other fossil,2.87156,3.4327444027382,Fossil
3151,2006,Czech Republic,Nuclear,26.046,31.136128346167,Fossil
3153,2006,Czech Republic,Hydro,2.5503,3.04870107199684,Renewable
3155,2006,Czech Republic,Wind,0.0494,0.0590541634147527,Renewable
3156,2006,Czech Republic,Solar,0.000592,0.000707693618249668,Renewable
3157,2006,Czech Republic,Bioenergy,0.918167,1.097602916195,Renewable
3158,2006,Czech Republic,Other renewables,0.0,0.0,Renewable
3163,2006,Denmark,Coal,24.566,53.8598145184275,Fossil
3164,2006,Denmark,Hard Coal,24.566,53.8598145184275,Fossil
3165,2006,Denmark,Lignite,0.0,0.0,Fossil
3166,2006,Denmark,Gas,9.401,20.611256056653,Fossil
3167,2006,Denmark,Other fossil,2.443,5.35616408322553,Fossil
3168,2006,Denmark,Nuclear,0.0,0.0,Fossil
3170,2006,Denmark,Hydro,0.023,0.0504264322202977,Renewable
3172,2006,Denmark,Wind,6.108,13.3915064348512,Renewable
3173,2006,Denmark,Solar,0.002,0.0043849071495911,Renewable
3174,2006,Denmark,Bioenergy,3.068,6.72644756747276,Renewable
3175,2006,Denmark,Other renewables,0.0,0.0,Renewable
3180,2006,Estonia,Coal,0.0,0.0,Fossil
3181,2006,Estonia,Hard Coal,0.0,0.0,Fossil
3182,2006,Estonia,Lignite,0.0,0.0,Fossil
3183,2006,Estonia,Gas,0.539,5.5385443123106,Fossil
3184,2006,Estonia,Other fossil,9.063,93.1276940676641,Fossil
3185,2006,Estonia,Nuclear,0.0,0.0,Fossil
3187,2006,Estonia,Hydro,0.0135,0.138720497618169,Renewable
3189,2006,Estonia,Wind,0.076299,0.784017425760643,Renewable
3190,2006,Estonia,Solar,0.0,0.0,Renewable
3191,2006,Estonia,Bioenergy,0.04,0.411023696646426,Renewable
3192,2006,Estonia,Other renewables,0.0,0.0,Renewable
3197,2006,EU-27,Coal,816.229869,27.755120062268,Fossil
3198,2006,EU-27,Hard Coal,478.336816,16.2653882962509,Fossil
3199,2006,EU-27,Lignite,337.893053,11.4897317660171,Fossil
3200,2006,EU-27,Gas,541.64984,18.4182874357766,Fossil
3201,2006,EU-27,Other fossil,199.828664,6.7949835847071,Fossil
3202,2006,EU-27,Nuclear,914.557,31.0986405948196,Fossil
3204,2006,EU-27,Hydro,311.382272,10.588257882807,Renewable
3206,2006,EU-27,Wind,78.78721,2.67908411095052,Renewable
3207,2006,EU-27,Solar,2.46947,0.0839719776784708,Renewable
3208,2006,EU-27,Bioenergy,69.842055,2.37491262638482,Renewable
3209,2006,EU-27,Other renewables,6.079915,0.206741724607709,Renewable
3214,2006,EU27+1,Coal,965.079869,28.9443725538895,Fossil
3215,2006,EU27+1,Hard Coal,627.186816,18.8103901514411,Fossil
3216,2006,EU27+1,Lignite,337.893053,10.1339824024483,Fossil
3217,2006,EU27+1,Gas,682.47784,20.4686611909151,Fossil
3218,2006,EU27+1,Other fossil,210.024336,6.29898397203772,Fossil
3219,2006,EU27+1,Nuclear,990.007999999999,29.6920092354874,Fossil
3221,2006,EU27+1,Hydro,315.975026,9.47662381533825,Renewable
3223,2006,EU27+1,Wind,83.012263,2.48967773962908,Renewable
3224,2006,EU27+1,Solar,2.480165,0.0743843303140306,Renewable
3225,2006,EU27+1,Bioenergy,79.11993,2.37294010984873,Renewable
3226,2006,EU27+1,Other renewables,6.07992,0.182347052540004,Renewable
3231,2006,Finland,Coal,16.325,19.8953542148146,Fossil
3232,2006,Finland,Hard Coal,16.325,19.8953542148146,Fossil
3233,2006,Finland,Lignite,0.0,0.0,Fossil
3234,2006,Finland,Gas,12.323,15.0180980085244,Fossil
3235,2006,Finland,Other fossil,8.033681,9.79068478675811,Fossil
3236,2006,Finland,Nuclear,22.906,27.9156498404008,Fossil
3238,2006,Finland,Hydro,11.493691,14.0074152331165,Renewable
3240,2006,Finland,Wind,0.155641,0.189680418091759,Renewable
3241,2006,Finland,Solar,0.00337899999999999,0.00411800317867434,Renewable
3242,2006,Finland,Bioenergy,10.8139399999999,13.178999495115,Renewable
3243,2006,Finland,Other renewables,0.0,0.0,Renewable
3248,2006,France,Coal,22.889,4.0196149976614,Fossil
3249,2006,France,Hard Coal,22.889,4.0196149976614,Fossil
3250,2006,France,Lignite,0.0,0.0,Fossil
3251,2006,France,Gas,21.76,3.82134747473074,Fossil
3252,2006,France,Other fossil,12.253,2.15179092867076,Fossil
3253,2006,France,Nuclear,450.191,79.0595698987366,Fossil
3255,2006,France,Hydro,56.3036969999999,9.88768338000712,Renewable
3257,2006,France,Wind,2.18257999999999,0.383290283612032,Renewable
3258,2006,France,Solar,0.012103,0.002125448919424,Renewable
3259,2006,France,Bioenergy,3.377,0.593046434842175,Renewable
3260,2006,France,Other renewables,0.464265,0.0815311528196631,Renewable
3265,2006,Germany,Coal,289.0,45.6123737373737,Fossil
3266,2006,Germany,Hard Coal,137.9,21.7645202020202,Fossil
3267,2006,Germany,Lignite,151.1,23.8478535353535,Fossil
3268,2006,Germany,Gas,75.3,11.8844696969696,Fossil
3269,2006,Germany,Other fossil,29.4,4.64015151515151,Fossil
3270,2006,Germany,Nuclear,167.4,26.4204545454545,Fossil
3272,2006,Germany,Hydro,20.0,3.15656565656565,Renewable
3274,2006,Germany,Wind,31.4,4.95580808080808,Renewable
3275,2006,Germany,Solar,2.2,0.347222222222222,Renewable
3276,2006,Germany,Bioenergy,18.9,2.98295454545454,Renewable
3277,2006,Germany,Other renewables,0.0,0.0,Renewable
3282,2006,Greece,Coal,32.264,53.6127515264155,Fossil
3283,2006,Greece,Hard Coal,0.0,0.0,Fossil
3284,2006,Greece,Lignite,32.264,53.6127515264155,Fossil
3285,2006,Greece,Gas,10.61,17.6305260877531,Fossil
3286,2006,Greece,Other fossil,9.626,15.9954235740539,Fossil
3287,2006,Greece,Nuclear,0.0,0.0,Fossil
3289,2006,Greece,Hydro,5.86484899999999,9.74555827476279,Renewable
3291,2006,Greece,Wind,1.699353,2.82379711581542,Renewable
3292,2006,Greece,Solar,0.001386,0.00230310171136907,Renewable
3293,2006,Greece,Bioenergy,0.114124999999999,0.189640319487731,Renewable
3294,2006,Greece,Other renewables,0.0,0.0,Renewable
3299,2006,Hungary,Coal,7.002,19.5264514815646,Fossil
3300,2006,Hungary,Hard Coal,0.352,0.981621097045236,Fossil
3301,2006,Hungary,Lignite,6.65,18.5448303845193,Fossil
3302,2006,Hungary,Gas,13.16,36.6992432872594,Fossil
3303,2006,Hungary,Other fossil,0.742429999999999,2.0704117928389,Fossil
3304,2006,Hungary,Nuclear,13.461,37.538640873085,Fossil
3306,2006,Hungary,Hydro,0.185746,0.517989182647058,Renewable
3308,2006,Hungary,Wind,0.043364,0.120929026284856,Renewable
3309,2006,Hungary,Solar,0.0,0.0,Renewable
3310,2006,Hungary,Bioenergy,1.26451,3.52633435632009,Renewable
3311,2006,Hungary,Other renewables,0.0,0.0,Renewable
3316,2006,Ireland,Coal,5.884,21.6995681513033,Fossil
3317,2006,Ireland,Hard Coal,5.884,21.6995681513033,Fossil
3318,2006,Ireland,Lignite,0.0,0.0,Fossil
3319,2006,Ireland,Gas,13.786,50.841306344981,Fossil
3320,2006,Ireland,Other fossil,4.971,18.3325209517554,Fossil
3321,2006,Ireland,Nuclear,0.0,0.0,Fossil
3323,2006,Ireland,Hydro,0.724273,2.67104203325101,Renewable
3325,2006,Ireland,Wind,1.62204099999999,5.98191523176551,Renewable
3326,2006,Ireland,Solar,0.0,0.0,Renewable
3327,2006,Ireland,Bioenergy,0.128433,0.473647286943634,Renewable
3328,2006,Ireland,Other renewables,0.0,0.0,Renewable
3333,2006,Italy,Coal,44.208,14.4157771524332,Fossil
3334,2006,Italy,Hard Coal,44.208,14.4157771524332,Fossil
3335,2006,Italy,Lignite,0.0,0.0,Fossil
3336,2006,Italy,Gas,158.139,51.5675122853021,Fossil
3337,2006,Italy,Other fossil,53.682764,17.5054008946494,Fossil
3338,2006,Italy,Nuclear,0.0,0.0,Fossil
3340,2006,Italy,Hydro,36.9943109999999,12.0634668676214,Renewable
3342,2006,Italy,Wind,2.970735,0.968726333218732,Renewable
3343,2006,Italy,Solar,0.035,0.0114131424252434,Renewable
3344,2006,Italy,Bioenergy,5.106832,1.66528574165116,Renewable
3345,2006,Italy,Other renewables,5.527366,1.80241758269852,Renewable
3350,2006,Latvia,Coal,0.0,0.0,Fossil
3351,2006,Latvia,Hard Coal,0.0,0.0,Fossil
3352,2006,Latvia,Lignite,0.0,0.0,Fossil
3353,2006,Latvia,Gas,2.1,42.9262278025409,Fossil
3354,2006,Latvia,Other fossil,0.005,0.102205304291764,Fossil
3355,2006,Latvia,Nuclear,0.0,0.0,Fossil
3357,2006,Latvia,Hydro,2.698324,55.156605099554,Renewable
3359,2006,Latvia,Wind,0.046212,0.944622304386202,Renewable
3360,2006,Latvia,Solar,0.0,0.0,Renewable
3361,2006,Latvia,Bioenergy,0.042578,0.870339489226947,Renewable
3362,2006,Latvia,Other renewables,0.0,0.0,Renewable
3367,2006,Lithuania,Coal,0.0,0.0,Fossil
3368,2006,Lithuania,Hard Coal,0.0,0.0,Fossil
3369,2006,Lithuania,Lignite,0.0,0.0,Fossil
3370,2006,Lithuania,Gas,2.464,20.7396059979883,Fossil
3371,2006,Lithuania,Other fossil,0.33,2.777625803302,Fossil
3372,2006,Lithuania,Nuclear,8.651,72.8158812859565,Fossil
3374,2006,Lithuania,Hydro,0.397143999999999,3.34278006674719,Renewable
3376,2006,Lithuania,Wind,0.0137489999999999,0.115725991423028,Renewable
3377,2006,Lithuania,Solar,0.0,0.0,Renewable
3378,2006,Lithuania,Bioenergy,0.024757,0.208380854582872,Renewable
3379,2006,Lithuania,Other renewables,0.0,0.0,Renewable
3384,2006,Luxembourg,Coal,0.0,0.0,Fossil
3385,2006,Luxembourg,Hard Coal,0.0,0.0,Fossil
3386,2006,Luxembourg,Lignite,0.0,0.0,Fossil
3387,2006,Luxembourg,Gas,3.24664799999999,92.0358136655259,Fossil
3388,2006,Luxembourg,Other fossil,0.035316,1.0011361858174,Fossil
3389,2006,Luxembourg,Nuclear,0.0,0.0,Fossil
3391,2006,Luxembourg,Hydro,0.111311999999999,3.15546695876393,Renewable
3393,2006,Luxembourg,Wind,0.0579859999999999,1.64378420180111,Renewable
3394,2006,Luxembourg,Solar,0.021114,0.598538606505514,Renewable
3395,2006,Luxembourg,Bioenergy,0.055216,1.56526038158607,Renewable
3396,2006,Luxembourg,Other renewables,0.0,0.0,Renewable
3401,2006,Malta,Coal,0.0,0.0,Fossil
3402,2006,Malta,Hard Coal,0.0,0.0,Fossil
3403,2006,Malta,Lignite,0.0,0.0,Fossil
3404,2006,Malta,Gas,0.0,0.0,Fossil
3405,2006,Malta,Other fossil,2.261,100.0,Fossil
3406,2006,Malta,Nuclear,0.0,0.0,Fossil
3408,2006,Malta,Hydro,0.0,0.0,Renewable
3410,2006,Malta,Wind,0.0,0.0,Renewable
3411,2006,Malta,Solar,0.0,0.0,Renewable
3412,2006,Malta,Bioenergy,0.0,0.0,Renewable
3413,2006,Malta,Other renewables,0.0,0.0,Renewable
3418,2006,Netherlands,Coal,23.737,24.0532711709065,Fossil
3419,2006,Netherlands,Hard Coal,23.737,24.0532711709065,Fossil
3420,2006,Netherlands,Lignite,0.0,0.0,Fossil
3421,2006,Netherlands,Gas,57.142,57.9033585224731,Fossil
3422,2006,Netherlands,Other fossil,6.287165,6.37093502301187,Fossil
3423,2006,Netherlands,Nuclear,3.469,3.51522086581602,Fossil
3425,2006,Netherlands,Hydro,0.106,0.107412341244306,Renewable
3427,2006,Netherlands,Wind,2.734291,2.77072262220033,Renewable
3428,2006,Netherlands,Solar,0.036543,0.0370298979819875,Renewable
3429,2006,Netherlands,Bioenergy,5.17312299999999,5.24204955636575,Renewable
3430,2006,Netherlands,Other renewables,0.0,0.0,Renewable
3435,2006,Poland,Coal,147.008,91.6246444066547,Fossil
3436,2006,Poland,Hard Coal,93.643,58.3642153908111,Fossil
3437,2006,Poland,Lignite,53.365,33.2604290158435,Fossil
3438,2006,Poland,Gas,4.58,2.85454445596483,Fossil
3439,2006,Poland,Other fossil,4.566964,2.84641959973602,Fossil
3440,2006,Poland,Nuclear,0.0,0.0,Fossil
3442,2006,Poland,Hydro,2.042085,1.27275598588623,Renewable
3444,2006,Poland,Wind,0.256077,0.159603314552425,Renewable
3445,2006,Poland,Solar,0.0,0.0,Renewable
3446,2006,Poland,Bioenergy,1.99279,1.24203223720571,Renewable
3447,2006,Poland,Other renewables,0.0,0.0,Renewable
3452,2006,Portugal,Coal,14.958,30.7926944939603,Fossil
3453,2006,Portugal,Hard Coal,14.958,30.7926944939603,Fossil
3454,2006,Portugal,Lignite,0.0,0.0,Fossil
3455,2006,Portugal,Gas,12.344,25.4114868855091,Fossil
3456,2006,Portugal,Other fossil,5.55178899999999,11.4289706225384,Fossil
3457,2006,Portugal,Nuclear,0.0,0.0,Fossil
3459,2006,Portugal,Hydro,11.002179,22.6492002082407,Renewable
3461,2006,Portugal,Wind,2.925472,6.02240710968278,Renewable
3462,2006,Portugal,Solar,0.0048,0.00988132996196079,Renewable
3463,2006,Portugal,Bioenergy,1.704994,3.50991839524237,Renewable
3464,2006,Portugal,Other renewables,0.085223,0.175440954864205,Renewable
3469,2006,Romania,Coal,25.1459999999999,40.1069569891883,Fossil
3470,2006,Romania,Hard Coal,0.589,0.939433614357429,Fossil
3471,2006,Romania,Lignite,24.557,39.1675233748308,Fossil
3472,2006,Romania,Gas,11.831,18.8700154354206,Fossil
3473,2006,Romania,Other fossil,1.728,2.75609725909955,Fossil
3474,2006,Romania,Nuclear,5.632,8.98283551113928,Fossil
3476,2006,Romania,Hydro,18.355343,29.2761056320209,Renewable
3478,2006,Romania,Wind,0.000556,0.000886799812534347,Renewable
3479,2006,Romania,Solar,0.0,0.0,Renewable
3480,2006,Romania,Bioenergy,0.004453,0.00710237331873282,Renewable
3481,2006,Romania,Other renewables,0.0,0.0,Renewable
3486,2006,Slovakia,Coal,5.309,17.0153090347412,Fossil
3487,2006,Slovakia,Hard Coal,3.365,10.7848022041635,Fossil
3488,2006,Slovakia,Lignite,1.944,6.23050683057771,Fossil
3489,2006,Slovakia,Gas,1.91,6.12153706090711,Fossil
3490,2006,Slovakia,Other fossil,1.167,3.74022709428199,Fossil
3491,2006,Slovakia,Nuclear,18.012,57.728337979612,Fossil
3493,2006,Slovakia,Hydro,4.399,14.0987651994399,Renewable
3495,2006,Slovakia,Wind,0.006,0.0192299593536349,Renewable
3496,2006,Slovakia,Solar,0.0,0.0,Renewable
3497,2006,Slovakia,Bioenergy,0.398314,1.27659367166395,Renewable
3498,2006,Slovakia,Other renewables,0.0,0.0,Renewable
3503,2006,Slovenia,Coal,5.436,35.9685430080156,Fossil
